user_id,taste,mood,texture,caffeine,temperature,budget,selected_items
564,manis,manis,heavy,non-kafein,bebas,high,"['AVOCADO', 'TEH', 'CRUNCHY CREAMY']"
565,netral,energi,light,sedang,panas,low,"['TELANG SQUASH', 'MOCHACCINO', 'SANGER']"
566,pahit,energi,creamy,tinggi,bebas,bebas,"['BISCOFFEE', 'CAPPUCCINO', 'KOPI GULA AREN', 'TEH JAHE SEREH']"
567,pahit,menyegarkan,light,tinggi,bebas,mid,"['KOPI SODA', 'TEH JAHE', 'ESPRESSO', 'TEH', 'SANGER']"
568,asam,menyegarkan,light,rendah,panas,high,"['BERRY SQUASH', 'CAPPUCCINO', 'BISCOFFEE', 'TEH LEMON', 'MACCHIATO', 'LEMON SQUASH']"
569,asam,menyegarkan,light,rendah,dingin,low,"['BISCOFFEE', 'CAPPUCCINO', 'TEH', 'TELANG SQUASH', 'AMERICANO']"
570,manis,rileks,creamy,sedang,dingin,high,"['TEH', 'CHOCOLATE', 'MANGO', 'KOPI GULA AREN']"
571,netral,menyegarkan,light,tinggi,bebas,bebas,"['VARIASI PINK', 'STRAWBERRY', 'TEH LEMON', 'TELANG SQUASH', 'TEH JAHE SEREH']"
572,netral,rileks,creamy,sedang,dingin,low,"['LEMON SQUASH', 'TEH STRAWBERRY', 'TEH LEMON', 'TEH LECI', 'STRAWBERRY']"
573,netral,rileks,bubbly,rendah,bebas,mid,"['STRAWBERRY', 'SANGER', 'KOPI GULA AREN', 'LEMON KISS']"
574,netral,rileks,bubbly,rendah,panas,mid,"['TEH LECI', 'LEMON KISS', 'MACCHIATO']"
575,netral,manis,creamy,rendah,panas,low,"['TEH JAHE SEREH', 'BERRY SQUASH', 'TEH JAHE', 'STRAWBERRY', 'TEH LECI', 'TEH STRAWBERRY']"
576,manis,manis,creamy,non-kafein,dingin,high,"['AVOCADO', 'BANANA', 'MANGO', 'BISCOFFEE', 'KOPI GULA AREN', 'CHOCOLATE']"
577,manis,energi,creamy,non-kafein,bebas,mid,"['AVOCADO', 'MANGO', 'STRAWBERRY']"
578,netral,rileks,bubbly,non-kafein,bebas,low,"['TEH HIJAU', 'LEMON KISS', 'BERRY SQUASH', 'KOPI GULA AREN']"
579,asam,menyegarkan,heavy,non-kafein,dingin,high,"['LEMON KISS', 'LYCHEE SQUASH', 'BISCOFFEE', 'BERRY SQUASH', 'STRAWBERRY']"
580,pahit,menyegarkan,light,sedang,bebas,high,"['ESPRESSO', 'KOPI SODA', 'TEH HIJAU', 'SANGER', 'TEH']"
581,pahit,energi,bubbly,tinggi,dingin,bebas,"['TEH', 'TEH JAHE', 'ESPRESSO']"
582,manis,manis,light,non-kafein,dingin,high,"['STRAWBERRY', 'BISCOFFEE', 'BANANA', 'AVOCADO']"
583,asam,menyegarkan,light,non-kafein,panas,bebas,"['BERRY SQUASH', 'LEMON KISS', 'STRAWBERRY', 'MANGO', 'CRUNCHY CREAMY', 'LYCHEE SQUASH']"
584,manis,rileks,light,sedang,dingin,mid,"['TEH', 'AVOCADO', 'BISCOFFEE', 'STRAWBERRY', 'MANGO']"
585,manis,menyegarkan,creamy,non-kafein,dingin,low,"['STRAWBERRY', 'BANANA', 'MANGO', 'CHOCOLATE', 'CRUNCHY CREAMY']"
586,manis,manis,light,tinggi,panas,mid,"['BISCOFFEE', 'STRAWBERRY', 'KOPI GULA AREN', 'TEH', 'MANGO', 'CRUNCHY CREAMY']"
587,netral,energi,creamy,non-kafein,bebas,low,"['TEH HIJAU', 'TEH JAHE SEREH', 'TELANG SQUASH']"
588,manis,manis,creamy,rendah,bebas,high,"['KOPI GULA AREN', 'TEH', 'BANANA', 'BISCOFFEE', 'STRAWBERRY', 'MANGO']"
589,pahit,rileks,heavy,sedang,dingin,mid,"['MOCHACCINO', 'ESPRESSO', 'BISCOFFEE', 'AMERICANO', 'TEH JAHE']"
590,netral,menyegarkan,creamy,tinggi,dingin,high,"['LEMON SQUASH', 'TEH HIJAU', 'JAHE MERAH', 'BERRY SQUASH', 'MACCHIATO']"
591,manis,manis,heavy,non-kafein,panas,low,"['AVOCADO', 'STRAWBERRY', 'TEH']"
592,netral,rileks,creamy,tinggi,bebas,bebas,"['TELANG SQUASH', 'TEH LEMON', 'TEH JAHE', 'VARIASI PINK']"
593,netral,rileks,heavy,non-kafein,panas,bebas,"['TEH LECI', 'TEH JAHE SEREH', 'STRAWBERRY', 'TEH LEMON', 'LYCHEE SQUASH']"
594,asam,menyegarkan,bubbly,non-kafein,bebas,bebas,"['LEMON KISS', 'LEMON SQUASH', 'TEH LECI', 'AMERICANO']"
595,asam,menyegarkan,light,rendah,dingin,low,"['LYCHEE SQUASH', 'VARIASI PINK', 'CHOCOLATE', 'KOPI LEMON', 'MOCHACCINO', 'LEMON SQUASH']"
596,asam,rileks,light,rendah,bebas,bebas,"['TELANG SQUASH', 'TEH LECI', 'LYCHEE SQUASH', 'TEH LEMON']"
597,asam,manis,light,non-kafein,dingin,high,"['JAHE MERAH', 'VARIASI PINK', 'TEH', 'MACCHIATO', 'KOPI SUSU', 'LEMON SQUASH']"
598,asam,menyegarkan,bubbly,sedang,dingin,high,"['TEH LEMON', 'MOCHACCINO', 'MACCHIATO']"
599,manis,manis,creamy,non-kafein,panas,high,"['CHOCOLATE', 'STRAWBERRY', 'KOPI GULA AREN', 'BISCOFFEE', 'AVOCADO', 'CRUNCHY CREAMY']"
600,pahit,rileks,bubbly,sedang,bebas,low,"['MACCHIATO', 'TEH SEREH', 'TEH', 'BISCOFFEE', 'KOPI GULA AREN']"
601,pahit,energi,heavy,tinggi,dingin,high,"['MOCHACCINO', 'KOPI SODA', 'AMERICANO', 'TEH STRAWBERRY', 'TEH HIJAU', 'TEH LEMON']"
602,pahit,rileks,heavy,tinggi,dingin,bebas,"['AMERICANO', 'TEH LEMON', 'JAHE MERAH', 'MOCHACCINO', 'CAPPUCCINO', 'KOPI SODA']"
603,netral,energi,creamy,sedang,dingin,high,"['VARIASI PINK', 'LEMON KISS', 'KOPI SUSU', 'TEH LECI']"
604,netral,rileks,creamy,rendah,bebas,high,"['STRAWBERRY', 'BERRY SQUASH', 'TEH LEMON', 'KOPI SUSU', 'MOCHACCINO']"
605,asam,menyegarkan,light,non-kafein,dingin,high,"['LEMON KISS', 'LEMON SQUASH', 'VARIASI PINK', 'LYCHEE SQUASH', 'AMERICANO']"
606,asam,rileks,bubbly,sedang,dingin,bebas,"['CAPPUCCINO', 'TEH LEMON', 'LYCHEE SQUASH', 'TEH']"
607,manis,menyegarkan,creamy,rendah,panas,low,"['KOPI GULA AREN', 'STRAWBERRY', 'CHOCOLATE', 'AVOCADO', 'CRUNCHY CREAMY']"
608,netral,rileks,light,non-kafein,panas,bebas,"['TEH LEMON', 'LYCHEE SQUASH', 'VARIASI PINK', 'KOPI GULA AREN', 'LEMON KISS']"
609,asam,menyegarkan,creamy,non-kafein,dingin,mid,"['VARIASI PINK', 'AMERICANO', 'TEH LECI']"
610,asam,rileks,bubbly,non-kafein,dingin,low,"['LEMON SQUASH', 'VARIASI PINK', 'LYCHEE SQUASH', 'TEH STRAWBERRY']"
611,asam,menyegarkan,bubbly,non-kafein,dingin,bebas,"['CRUNCHY CREAMY', 'MACCHIATO', 'LEMON KISS', 'AMERICANO', 'MOCHACCINO', 'BANANA']"
612,asam,menyegarkan,bubbly,tinggi,dingin,bebas,"['TEH LECI', 'MACCHIATO', 'TELANG SQUASH', 'CAPPUCCINO', 'AMERICANO', 'ESPRESSO']"
613,manis,rileks,creamy,rendah,dingin,low,"['CHOCOLATE', 'AVOCADO', 'STRAWBERRY']"
614,asam,menyegarkan,light,rendah,bebas,bebas,"['BISCOFFEE', 'ESPRESSO', 'BERRY SQUASH', 'KOPI LEMON', 'LYCHEE SQUASH', 'STRAWBERRY']"
615,asam,menyegarkan,bubbly,non-kafein,dingin,high,"['LEMON KISS', 'MANGO', 'VARIASI PINK', 'BERRY SQUASH', 'LYCHEE SQUASH']"
616,pahit,energi,heavy,tinggi,panas,bebas,"['ESPRESSO', 'TEH HIJAU', 'TEH JAHE SEREH', 'TEH']"
617,pahit,rileks,bubbly,sedang,bebas,mid,"['TEH', 'BISCOFFEE', 'CAPPUCCINO', 'AMERICANO', 'TEH JAHE']"
618,pahit,rileks,bubbly,tinggi,bebas,mid,"['ESPRESSO', 'CAPPUCCINO', 'SANGER']"
619,asam,menyegarkan,bubbly,rendah,dingin,mid,"['BERRY SQUASH', 'STRAWBERRY', 'LEMON KISS', 'TELANG SQUASH']"
620,manis,energi,light,sedang,panas,high,"['BISCOFFEE', 'KOPI GULA AREN', 'TEH']"
621,pahit,energi,bubbly,sedang,bebas,high,"['TEH JAHE SEREH', 'TEH', 'AMERICANO']"
622,asam,menyegarkan,light,non-kafein,dingin,mid,"['CRUNCHY CREAMY', 'AVOCADO', 'MANGO', 'KOPI LEMON', 'LEMON KISS', 'TEH JAHE SEREH']"
623,pahit,rileks,bubbly,tinggi,dingin,bebas,"['AMERICANO', 'TEH JAHE', 'KOPI LEMON', 'CAPPUCCINO']"
624,pahit,energi,bubbly,sedang,bebas,low,"['SANGER', 'KOPI GULA AREN', 'MOCHACCINO', 'TEH JAHE', 'BISCOFFEE', 'MACCHIATO']"
625,asam,menyegarkan,light,non-kafein,dingin,high,"['LYCHEE SQUASH', 'LEMON KISS', 'TELANG SQUASH']"
626,pahit,energi,light,tinggi,panas,mid,"['TEH STRAWBERRY', 'TEH HIJAU', 'KOPI SUSU', 'BISCOFFEE', 'MOCHACCINO', 'KOPI LEMON']"
627,pahit,rileks,bubbly,tinggi,panas,high,"['KOPI SUSU', 'AMERICANO', 'TEH SEREH', 'BISCOFFEE', 'KOPI SODA']"
628,manis,manis,creamy,non-kafein,dingin,bebas,"['AVOCADO', 'MANGO', 'BANANA', 'BISCOFFEE', 'CRUNCHY CREAMY']"
629,pahit,rileks,bubbly,tinggi,panas,high,"['MACCHIATO', 'ESPRESSO', 'TEH SEREH', 'TEH LECI']"
630,netral,rileks,light,sedang,bebas,mid,"['LEMON KISS', 'TELANG SQUASH', 'LYCHEE SQUASH']"
631,manis,manis,creamy,non-kafein,dingin,low,"['CHOCOLATE', 'BANANA', 'KOPI GULA AREN', 'STRAWBERRY', 'AVOCADO']"
632,asam,menyegarkan,bubbly,tinggi,dingin,mid,"['KOPI LEMON', 'TEH LECI', 'TEH STRAWBERRY', 'TEH', 'TEH JAHE SEREH', 'BISCOFFEE']"
633,pahit,rileks,heavy,non-kafein,panas,bebas,"['KOPI SODA', 'KOPI GULA AREN', 'TEH SEREH', 'SANGER']"
634,netral,energi,bubbly,rendah,bebas,high,"['STRAWBERRY', 'TEH LEMON', 'JAHE MERAH']"
635,asam,menyegarkan,light,rendah,dingin,bebas,"['KOPI LEMON', 'MACCHIATO', 'LEMON SQUASH']"
636,pahit,energi,heavy,tinggi,panas,low,"['TEH LEMON', 'TEH STRAWBERRY', 'KOPI SUSU']"
637,netral,manis,heavy,sedang,bebas,low,"['LEMON KISS', 'SANGER', 'KOPI GULA AREN', 'VARIASI PINK', 'KOPI SUSU', 'MOCHACCINO']"
638,asam,menyegarkan,bubbly,non-kafein,dingin,bebas,"['JAHE MERAH', 'TEH STRAWBERRY', 'TELANG SQUASH', 'CRUNCHY CREAMY', 'LEMON KISS', 'MANGO']"
639,manis,manis,heavy,non-kafein,panas,bebas,"['AVOCADO', 'TEH', 'BISCOFFEE', 'STRAWBERRY', 'BANANA', 'CHOCOLATE']"
640,asam,menyegarkan,light,tinggi,panas,bebas,"['MOCHACCINO', 'TEH', 'ESPRESSO', 'TEH LEMON']"
641,manis,manis,light,rendah,dingin,mid,"['CHOCOLATE', 'CRUNCHY CREAMY', 'KOPI GULA AREN', 'BANANA', 'STRAWBERRY', 'BISCOFFEE']"
642,pahit,manis,bubbly,non-kafein,bebas,high,"['TEH HIJAU', 'KOPI SUSU', 'MACCHIATO', 'TEH JAHE SEREH', 'TEH STRAWBERRY', 'KOPI LEMON']"
643,pahit,menyegarkan,light,tinggi,dingin,high,"['TEH JAHE', 'TEH HIJAU', 'TEH STRAWBERRY', 'TEH LEMON', 'KOPI SUSU']"
644,asam,menyegarkan,light,non-kafein,dingin,bebas,"['LEMON KISS', 'JAHE MERAH', 'LYCHEE SQUASH', 'AVOCADO', 'TEH LECI']"
645,manis,manis,creamy,non-kafein,bebas,low,"['STRAWBERRY', 'AVOCADO', 'BISCOFFEE', 'CHOCOLATE', 'CRUNCHY CREAMY', 'BANANA']"
646,pahit,energi,heavy,tinggi,bebas,mid,"['MACCHIATO', 'KOPI SODA', 'MOCHACCINO', 'TEH STRAWBERRY', 'AMERICANO']"
647,asam,menyegarkan,light,rendah,dingin,high,"['KOPI LEMON', 'TEH LEMON', 'AMERICANO', 'LEMON KISS']"
648,pahit,rileks,bubbly,sedang,bebas,low,"['TEH STRAWBERRY', 'TEH HIJAU', 'CAPPUCCINO', 'ESPRESSO', 'JAHE MERAH']"
649,manis,manis,creamy,tinggi,panas,high,"['BISCOFFEE', 'STRAWBERRY', 'KOPI GULA AREN', 'TEH']"
650,manis,manis,creamy,rendah,bebas,mid,"['KOPI GULA AREN', 'TEH', 'MANGO']"
651,netral,manis,creamy,sedang,dingin,high,"['LEMON KISS', 'TELANG SQUASH', 'TEH', 'JAHE MERAH', 'TEH HIJAU', 'SANGER']"
652,netral,manis,heavy,sedang,panas,bebas,"['VARIASI PINK', 'KOPI LEMON', 'LYCHEE SQUASH', 'TEH HIJAU', 'LEMON SQUASH', 'KOPI GULA AREN']"
653,pahit,rileks,creamy,sedang,bebas,bebas,"['MACCHIATO', 'ESPRESSO', 'KOPI SODA', 'MOCHACCINO', 'KOPI GULA AREN']"
654,netral,rileks,creamy,rendah,bebas,bebas,"['TEH STRAWBERRY', 'TEH HIJAU', 'KOPI SUSU', 'MACCHIATO']"
655,manis,rileks,creamy,non-kafein,bebas,low,"['CHOCOLATE', 'STRAWBERRY', 'MANGO', 'BANANA']"
656,manis,manis,bubbly,non-kafein,panas,mid,"['AVOCADO', 'STRAWBERRY', 'BANANA', 'MANGO', 'BISCOFFEE']"
657,manis,manis,creamy,rendah,bebas,low,"['KOPI GULA AREN', 'AVOCADO', 'BANANA', 'STRAWBERRY', 'CRUNCHY CREAMY']"
658,manis,rileks,creamy,non-kafein,bebas,mid,"['STRAWBERRY', 'MANGO', 'CHOCOLATE', 'BISCOFFEE']"
659,manis,rileks,bubbly,tinggi,dingin,mid,"['BISCOFFEE', 'AVOCADO', 'KOPI GULA AREN', 'CHOCOLATE', 'BANANA']"
660,manis,energi,creamy,tinggi,panas,mid,"['KOPI GULA AREN', 'BISCOFFEE', 'CHOCOLATE']"
661,netral,energi,creamy,rendah,panas,mid,"['JAHE MERAH', 'SANGER', 'MOCHACCINO']"
662,asam,menyegarkan,bubbly,non-kafein,dingin,mid,"['TELANG SQUASH', 'SANGER', 'MANGO', 'CRUNCHY CREAMY', 'AVOCADO']"
663,pahit,menyegarkan,light,tinggi,panas,bebas,"['TEH HIJAU', 'MACCHIATO', 'KOPI LEMON', 'TEH JAHE SEREH', 'KOPI GULA AREN']"
664,asam,menyegarkan,bubbly,tinggi,dingin,bebas,"['TEH LECI', 'TEH', 'LYCHEE SQUASH', 'BISCOFFEE', 'ESPRESSO']"
665,manis,rileks,creamy,non-kafein,bebas,low,"['CHOCOLATE', 'STRAWBERRY', 'AVOCADO']"
666,manis,energi,heavy,rendah,dingin,high,"['KOPI GULA AREN', 'MANGO', 'CHOCOLATE']"
667,pahit,menyegarkan,light,sedang,panas,mid,"['MOCHACCINO', 'TEH LEMON', 'ESPRESSO', 'TEH STRAWBERRY', 'KOPI GULA AREN']"
668,netral,manis,creamy,rendah,panas,high,"['TEH STRAWBERRY', 'TEH JAHE SEREH', 'TEH LEMON', 'SANGER', 'LYCHEE SQUASH', 'TEH SEREH']"
669,pahit,rileks,bubbly,tinggi,bebas,mid,"['TEH STRAWBERRY', 'MOCHACCINO', 'BISCOFFEE', 'TEH LEMON', 'TEH HIJAU', 'TEH JAHE']"
670,pahit,rileks,bubbly,sedang,dingin,bebas,"['KOPI SODA', 'TEH', 'JAHE MERAH', 'MOCHACCINO', 'CAPPUCCINO']"
671,netral,manis,creamy,rendah,panas,bebas,"['STRAWBERRY', 'TEH HIJAU', 'TEH JAHE SEREH', 'VARIASI PINK', 'TEH LECI', 'LEMON KISS']"
672,pahit,energi,light,tinggi,panas,high,"['BISCOFFEE', 'MOCHACCINO', 'AMERICANO']"
673,asam,menyegarkan,light,non-kafein,dingin,low,"['LEMON SQUASH', 'LEMON KISS', 'KOPI LEMON']"
674,asam,rileks,bubbly,non-kafein,dingin,low,"['AVOCADO', 'CHOCOLATE', 'VARIASI PINK', 'LYCHEE SQUASH']"
675,pahit,rileks,creamy,sedang,panas,mid,"['TEH JAHE', 'TEH JAHE SEREH', 'CAPPUCCINO', 'TEH STRAWBERRY']"
676,manis,menyegarkan,creamy,non-kafein,panas,mid,"['MANGO', 'KOPI GULA AREN', 'CHOCOLATE', 'BISCOFFEE', 'TEH']"
677,pahit,rileks,light,sedang,bebas,high,"['TEH', 'MOCHACCINO', 'SANGER', 'KOPI SUSU', 'JAHE MERAH']"
678,pahit,rileks,light,tinggi,panas,bebas,"['TEH LEMON', 'MACCHIATO', 'KOPI SODA', 'TEH HIJAU']"
679,manis,rileks,creamy,non-kafein,bebas,high,"['AVOCADO', 'CHOCOLATE', 'BISCOFFEE', 'TEH']"
680,manis,rileks,creamy,non-kafein,bebas,bebas,"['BANANA', 'STRAWBERRY', 'BISCOFFEE', 'KOPI GULA AREN']"
681,manis,rileks,creamy,rendah,dingin,high,"['CHOCOLATE', 'TEH', 'AVOCADO', 'STRAWBERRY']"
682,netral,menyegarkan,light,rendah,bebas,high,"['JAHE MERAH', 'TEH JAHE', 'VARIASI PINK', 'SANGER', 'LEMON SQUASH']"
683,asam,menyegarkan,light,tinggi,dingin,high,"['KOPI SUSU', 'LEMON KISS', 'CAPPUCCINO']"
684,netral,rileks,creamy,non-kafein,dingin,bebas,"['TEH JAHE SEREH', 'LEMON KISS', 'VARIASI PINK', 'TEH LECI', 'BERRY SQUASH']"
685,manis,rileks,light,non-kafein,dingin,low,"['CRUNCHY CREAMY', 'AVOCADO', 'KOPI GULA AREN', 'MANGO']"
686,manis,energi,bubbly,non-kafein,bebas,low,"['CRUNCHY CREAMY', 'KOPI GULA AREN', 'MANGO']"
687,manis,rileks,creamy,rendah,bebas,mid,"['KOPI GULA AREN', 'MANGO', 'BANANA', 'AVOCADO', 'STRAWBERRY']"
688,asam,menyegarkan,light,rendah,dingin,bebas,"['KOPI GULA AREN', 'KOPI LEMON', 'STRAWBERRY', 'LEMON KISS', 'BERRY SQUASH']"
689,asam,menyegarkan,bubbly,non-kafein,dingin,bebas,"['LEMON KISS', 'TEH LECI', 'VARIASI PINK']"
690,netral,energi,bubbly,sedang,dingin,low,"['JAHE MERAH', 'MOCHACCINO', 'KOPI SUSU']"
691,netral,rileks,bubbly,sedang,bebas,mid,"['LEMON SQUASH', 'TEH SEREH', 'BERRY SQUASH', 'TEH LECI', 'MOCHACCINO', 'TELANG SQUASH']"
692,netral,menyegarkan,heavy,rendah,bebas,mid,"['TEH LECI', 'LEMON SQUASH', 'LYCHEE SQUASH', 'JAHE MERAH', 'KOPI LEMON']"
693,pahit,rileks,creamy,tinggi,bebas,bebas,"['CAPPUCCINO', 'JAHE MERAH', 'ESPRESSO', 'KOPI SODA', 'AMERICANO', 'KOPI LEMON']"
694,asam,menyegarkan,bubbly,tinggi,dingin,bebas,"['CAPPUCCINO', 'TELANG SQUASH', 'MACCHIATO', 'KOPI GULA AREN', 'TEH']"
695,asam,energi,creamy,non-kafein,dingin,mid,"['MANGO', 'LEMON KISS', 'MACCHIATO']"
696,asam,menyegarkan,bubbly,non-kafein,dingin,mid,"['TELANG SQUASH', 'LEMON KISS', 'LEMON SQUASH', 'MANGO']"
697,netral,rileks,creamy,non-kafein,bebas,mid,"['SANGER', 'TELANG SQUASH', 'BERRY SQUASH', 'TEH LECI']"
698,pahit,energi,heavy,tinggi,dingin,low,"['TEH JAHE SEREH', 'KOPI SUSU', 'MOCHACCINO']"
699,pahit,energi,light,non-kafein,bebas,high,"['BISCOFFEE', 'TEH LECI', 'KOPI SODA', 'TEH LEMON']"
700,manis,manis,heavy,sedang,bebas,low,"['BISCOFFEE', 'KOPI GULA AREN', 'TEH', 'CHOCOLATE', 'STRAWBERRY', 'AVOCADO']"
701,netral,menyegarkan,creamy,tinggi,panas,bebas,"['VARIASI PINK', 'STRAWBERRY', 'KOPI SUSU', 'TEH JAHE SEREH', 'TEH JAHE']"
702,asam,menyegarkan,light,rendah,dingin,high,"['KOPI LEMON', 'CAPPUCCINO', 'LEMON SQUASH', 'AVOCADO', 'LYCHEE SQUASH']"
703,netral,rileks,heavy,rendah,dingin,bebas,"['STRAWBERRY', 'MACCHIATO', 'LYCHEE SQUASH', 'KOPI SUSU']"
704,netral,rileks,creamy,non-kafein,panas,mid,"['MOCHACCINO', 'TEH SEREH', 'JAHE MERAH', 'TEH JAHE SEREH', 'MACCHIATO', 'VARIASI PINK']"
705,asam,menyegarkan,light,rendah,panas,high,"['LEMON SQUASH', 'BERRY SQUASH', 'MACCHIATO', 'LYCHEE SQUASH', 'CHOCOLATE']"
706,netral,energi,creamy,rendah,panas,bebas,"['JAHE MERAH', 'TEH', 'LYCHEE SQUASH']"
707,netral,energi,bubbly,sedang,panas,high,"['VARIASI PINK', 'TEH HIJAU', 'TEH STRAWBERRY', 'TEH JAHE', 'TEH LECI', 'TEH JAHE SEREH']"
708,netral,menyegarkan,creamy,sedang,dingin,bebas,"['LYCHEE SQUASH', 'TEH STRAWBERRY', 'TEH JAHE', 'TEH LEMON', 'TEH HIJAU']"
709,asam,menyegarkan,heavy,rendah,bebas,high,"['BERRY SQUASH', 'AMERICANO', 'TEH LECI']"
710,manis,manis,creamy,non-kafein,dingin,high,"['STRAWBERRY', 'MANGO', 'TEH']"
711,asam,menyegarkan,bubbly,rendah,dingin,mid,"['KOPI LEMON', 'LEMON SQUASH', 'TEH LECI', 'AMERICANO', 'TEH LEMON']"
712,pahit,energi,bubbly,tinggi,bebas,mid,"['TEH JAHE SEREH', 'KOPI GULA AREN', 'TEH LECI', 'MOCHACCINO']"
713,netral,energi,light,sedang,dingin,high,"['JAHE MERAH', 'TEH LEMON', 'TEH SEREH', 'KOPI GULA AREN', 'TEH HIJAU', 'LYCHEE SQUASH']"
714,netral,manis,heavy,sedang,bebas,low,"['BERRY SQUASH', 'TEH LEMON', 'TELANG SQUASH', 'TEH SEREH', 'SANGER', 'KOPI GULA AREN']"
715,netral,manis,creamy,non-kafein,dingin,bebas,"['TEH SEREH', 'TEH JAHE', 'TELANG SQUASH', 'MOCHACCINO', 'VARIASI PINK', 'JAHE MERAH']"
716,asam,menyegarkan,bubbly,rendah,dingin,bebas,"['BISCOFFEE', 'TELANG SQUASH', 'LYCHEE SQUASH', 'KOPI LEMON', 'LEMON KISS']"
717,asam,menyegarkan,light,rendah,dingin,bebas,"['LYCHEE SQUASH', 'TELANG SQUASH', 'TEH LECI']"
718,manis,rileks,light,non-kafein,dingin,mid,"['AVOCADO', 'CHOCOLATE', 'STRAWBERRY', 'CRUNCHY CREAMY']"
719,asam,menyegarkan,creamy,rendah,dingin,high,"['KOPI LEMON', 'LEMON SQUASH', 'TEH LECI', 'MACCHIATO']"
720,pahit,energi,creamy,tinggi,dingin,low,"['MOCHACCINO', 'JAHE MERAH', 'CAPPUCCINO', 'TEH LECI', 'BISCOFFEE']"
721,manis,energi,bubbly,tinggi,dingin,low,"['BISCOFFEE', 'KOPI GULA AREN', 'TEH']"
722,asam,menyegarkan,light,non-kafein,bebas,bebas,"['TELANG SQUASH', 'LEMON SQUASH', 'TEH LEMON', 'LYCHEE SQUASH']"
723,asam,menyegarkan,light,rendah,dingin,high,"['LYCHEE SQUASH', 'KOPI LEMON', 'MANGO']"
724,pahit,energi,creamy,tinggi,bebas,high,"['MOCHACCINO', 'TEH LEMON', 'KOPI SUSU', 'TEH JAHE SEREH', 'AMERICANO']"
725,manis,energi,light,rendah,dingin,bebas,"['KOPI GULA AREN', 'CRUNCHY CREAMY', 'TEH']"
726,pahit,energi,heavy,non-kafein,panas,mid,"['BISCOFFEE', 'TEH HIJAU', 'CAPPUCCINO']"
727,manis,energi,creamy,rendah,bebas,high,"['BISCOFFEE', 'MANGO', 'CRUNCHY CREAMY']"
728,pahit,energi,creamy,tinggi,bebas,low,"['MOCHACCINO', 'TEH LECI', 'TEH HIJAU', 'ESPRESSO', 'TEH STRAWBERRY', 'AMERICANO']"
729,asam,menyegarkan,bubbly,rendah,dingin,bebas,"['LEMON SQUASH', 'MACCHIATO', 'TEH LEMON', 'KOPI LEMON', 'TEH STRAWBERRY', 'AMERICANO']"
730,asam,menyegarkan,heavy,tinggi,dingin,mid,"['TEH LEMON', 'KOPI GULA AREN', 'TELANG SQUASH']"
731,netral,rileks,bubbly,rendah,bebas,high,"['JAHE MERAH', 'TEH STRAWBERRY', 'KOPI GULA AREN', 'TEH SEREH']"
732,netral,energi,light,tinggi,bebas,bebas,"['JAHE MERAH', 'TEH HIJAU', 'TEH STRAWBERRY', 'MOCHACCINO', 'TEH LECI']"
733,asam,menyegarkan,bubbly,rendah,dingin,bebas,"['LEMON SQUASH', 'KOPI LEMON', 'AMERICANO', 'LEMON KISS', 'TEH LEMON', 'MACCHIATO']"
734,netral,manis,bubbly,rendah,panas,low,"['TEH LECI', 'KOPI SUSU', 'TEH STRAWBERRY', 'BERRY SQUASH', 'STRAWBERRY', 'VARIASI PINK']"
735,manis,rileks,creamy,non-kafein,panas,high,"['BANANA', 'MANGO', 'CHOCOLATE', 'STRAWBERRY']"
736,netral,energi,creamy,sedang,panas,mid,"['BERRY SQUASH', 'KOPI GULA AREN', 'TEH STRAWBERRY']"
737,manis,manis,bubbly,non-kafein,dingin,high,"['STRAWBERRY', 'KOPI GULA AREN', 'TEH', 'CHOCOLATE']"
738,pahit,energi,heavy,sedang,panas,mid,"['KOPI GULA AREN', 'TEH SEREH', 'ESPRESSO', 'JAHE MERAH']"
739,pahit,rileks,creamy,sedang,dingin,high,"['ESPRESSO', 'AMERICANO', 'KOPI SODA', 'MACCHIATO']"
740,netral,energi,heavy,rendah,bebas,high,"['LEMON KISS', 'TELANG SQUASH', 'TEH SEREH']"
741,asam,menyegarkan,light,rendah,dingin,high,"['LEMON SQUASH', 'AMERICANO', 'VARIASI PINK', 'TEH LEMON']"
742,asam,menyegarkan,bubbly,non-kafein,dingin,high,"['LEMON SQUASH', 'TEH', 'TELANG SQUASH', 'ESPRESSO', 'AMERICANO', 'CAPPUCCINO']"
743,manis,rileks,creamy,non-kafein,bebas,low,"['BANANA', 'MANGO', 'STRAWBERRY']"
744,netral,rileks,light,sedang,bebas,mid,"['STRAWBERRY', 'TEH', 'VARIASI PINK', 'KOPI LEMON', 'KOPI SUSU']"
745,pahit,menyegarkan,bubbly,sedang,dingin,high,"['MOCHACCINO', 'AMERICANO', 'KOPI LEMON', 'TEH LEMON', 'MACCHIATO']"
746,manis,manis,light,rendah,dingin,mid,"['BISCOFFEE', 'STRAWBERRY', 'MANGO', 'BANANA', 'AVOCADO', 'KOPI GULA AREN']"
747,asam,menyegarkan,bubbly,rendah,dingin,bebas,"['BERRY SQUASH', 'KOPI LEMON', 'TEH LECI', 'TEH', 'STRAWBERRY', 'AMERICANO']"
748,pahit,energi,bubbly,tinggi,panas,mid,"['CAPPUCCINO', 'KOPI SUSU', 'TEH LEMON', 'SANGER', 'KOPI LEMON']"
749,pahit,energi,light,tinggi,dingin,mid,"['AMERICANO', 'KOPI SODA', 'TEH HIJAU', 'CAPPUCCINO']"
